ID,Date,City,AQI,PM2.5,PM10,NO2,SO2,CO,O3,Air_Quality
1181,26-03-2024,Kolkata,223,172,349,57,6,1.38,30,Poor
1182,27-03-2024,Lucknow,303,251,397,57,44,3.28,35,Very Poor
1183,28-03-2024,Jaipur,201,143,279,13,47,2.01,150,Poor
1184,29-03-2024,Kolkata,245,242,375,8,8,2.96,57,Poor
1185,30-03-2024,Hyderabad,143,79,21,56,27,2.9,90,Moderate
1186,31-03-2024,Lucknow,130,52,76,25,33,2.42,176,Moderate
1187,01-04-2024,Patna,263,220,183,62,63,3.96,44,Poor
1188,02-04-2024,Mumbai,248,98,371,80,43,3.64,60,Poor
1189,03-04-2024,Kanpur,261,222,208,28,52,3.97,156,Poor
1190,04-04-2024,Kolkata,136,20,31,76,80,2.89,32,Moderate
1191,05-04-2024,Bhopal,206,111,154,94,23,0.41,168,Poor
1192,06-04-2024,Mumbai,158,143,96,16,49,0.93,155,Moderate
1193,07-04-2024,Kolkata,221,17,387,72,57,3.53,126,Poor
1194,08-04-2024,Patna,172,70,134,96,28,1.02,78,Moderate
1195,09-04-2024,Kanpur,279,263,215,21,57,3.88,163,Poor
1196,10-04-2024,Lucknow,278,154,392,91,26,2,114,Poor
1197,11-04-2024,Jaipur,128,24,168,38,32,2.86,73,Moderate
1198,12-04-2024,Bhopal,184,244,63,6,62,0.77,92,Moderate
1199,13-04-2024,Mumbai,244,118,385,54,56,3.37,75,Poor
1200,14-04-2024,Kolkata,132,58,305,12,8,1.63,70,Moderate
1201,15-04-2024,Delhi,293,191,330,90,78,3.25,21,Poor
1202,16-04-2024,Jaipur,244,139,278,84,50,1.5,111,Poor
1203,17-04-2024,Chennai,150,77,306,10,76,0.97,53,Moderate
1204,18-04-2024,Chennai,307,262,193,117,61,0.77,91,Very Poor
1205,19-04-2024,Kolkata,193,231,92,38,16,1.55,42,Moderate
1206,20-04-2024,Hyderabad,232,153,204,60,38,4.08,77,Poor
1207,21-04-2024,Kolkata,240,145,284,45,57,4.04,90,Poor
1208,22-04-2024,Delhi,226,87,304,114,58,0.43,48,Poor
1209,23-04-2024,Bhopal,150,127,113,9,62,1.32,129,Moderate
1210,24-04-2024,Kolkata,162,69,273,10,58,1.73,153,Moderate
1211,25-04-2024,Kanpur,211,244,272,19,20,0.73,33,Poor
1212,26-04-2024,Hyderabad,245,155,112,111,23,3.42,79,Poor
1213,27-04-2024,Bhopal,193,118,318,5,69,3.5,56,Moderate
1214,28-04-2024,Delhi,205,49,146,103,65,3.11,94,Poor
1215,29-04-2024,Mumbai,280,155,368,92,17,1.89,161,Poor
1216,30-04-2024,Kolkata,174,175,98,8,12,2.18,178,Moderate
1217,01-05-2024,Delhi,292,242,341,39,78,3.03,94,Poor
1218,02-05-2024,Patna,270,241,186,98,74,0.76,22,Poor
1219,03-05-2024,Bhopal,238,175,48,100,11,2.55,164,Poor
1220,04-05-2024,Mumbai,144,57,224,37,24,1.23,112,Moderate
1221,05-05-2024,Lucknow,122,20,126,25,51,3.55,82,Moderate
1222,06-05-2024,Hyderabad,192,71,172,67,57,3.36,89,Moderate
1223,07-05-2024,Kanpur,221,77,203,90,14,3.78,141,Poor
1224,08-05-2024,Hyderabad,342,260,248,118,51,2.25,154,Very Poor
1225,09-05-2024,Lucknow,294,226,66,101,56,3.69,167,Poor
1226,10-05-2024,Kolkata,258,232,342,59,13,0.37,97,Poor
1227,11-05-2024,Chennai,282,124,351,92,21,4.2,144,Poor
1228,12-05-2024,Patna,159,52,168,64,57,0.54,132,Moderate
1229,13-05-2024,Bhopal,212,86,85,92,40,3.82,143,Poor
1230,14-05-2024,Chennai,182,161,311,11,72,0.53,21,Moderate
1231,15-05-2024,Hyderabad,194,65,281,59,54,0.61,179,Moderate
1232,16-05-2024,Delhi,195,139,201,37,76,0.55,138,Moderate
1233,17-05-2024,Bhopal,224,68,399,89,61,0.97,56,Poor
1234,18-05-2024,Kolkata,128,33,62,58,40,1.55,126,Moderate
1235,19-05-2024,Hyderabad,228,145,194,116,25,1.11,30,Poor
1236,20-05-2024,Bhopal,202,142,364,18,57,2.5,11,Poor
1237,21-05-2024,Hyderabad,123,69,26,26,63,2.18,113,Moderate
1238,22-05-2024,Patna,295,259,175,84,80,1.75,111,Poor
1239,23-05-2024,Kanpur,75,54,84,22,3,1.02,14,Satisfactory
1240,24-05-2024,Chennai,149,23,127,66,20,2.99,121,Moderate
1241,25-05-2024,Delhi,151,107,64,43,61,0.84,118,Moderate
1242,26-05-2024,Kolkata,216,69,105,120,21,3.38,123,Poor
1243,27-05-2024,Patna,280,251,30,115,59,2.72,61,Poor
1244,28-05-2024,Bhopal,183,210,46,47,3,0.64,120,Moderate
1245,29-05-2024,Delhi,347,263,397,79,78,3.34,84,Very Poor
1246,30-05-2024,Kolkata,308,259,224,67,67,2.74,166,Very Poor
1247,31-05-2024,Jaipur,205,128,385,12,69,0.28,157,Poor
1248,01-06-2024,Kolkata,252,293,52,39,55,4.02,39,Poor
1249,02-06-2024,Kanpur,255,187,249,94,57,0.29,83,Poor
1250,03-06-2024,Jaipur,278,250,196,61,31,2.38,160,Poor
1251,04-06-2024,Bhopal,302,249,87,118,39,3.31,109,Very Poor
1252,05-06-2024,Mumbai,286,194,261,107,22,2.87,82,Poor
1253,06-06-2024,Mumbai,211,257,86,27,27,0.87,135,Poor
1254,07-06-2024,Delhi,224,222,272,43,32,1.1,22,Poor
1255,08-06-2024,Delhi,210,193,153,50,22,0.95,138,Poor
1256,09-06-2024,Chennai,148,42,192,60,16,2.86,40,Moderate
1257,10-06-2024,Chennai,199,124,269,38,45,3.58,21,Moderate
1258,11-06-2024,Delhi,238,146,97,114,67,2.8,36,Poor
1259,12-06-2024,Hyderabad,339,234,254,112,16,4.39,166,Very Poor
1260,13-06-2024,Mumbai,160,62,307,10,66,0.65,171,Moderate
1261,14-06-2024,Kolkata,190,115,205,25,39,3.25,139,Moderate
1262,15-06-2024,Mumbai,159,60,98,87,48,1.64,45,Moderate
1263,16-06-2024,Jaipur,191,113,244,58,2,1.25,131,Moderate
1264,17-06-2024,Jaipur,194,156,278,26,12,1.34,116,Moderate
1265,18-06-2024,Lucknow,222,135,97,101,69,2.01,68,Poor
1266,19-06-2024,Jaipur,295,229,231,57,60,4.29,142,Poor
1267,20-06-2024,Mumbai,142,25,246,23,3,3.29,142,Moderate
1268,21-06-2024,Bhopal,171,53,193,45,53,4.42,52,Moderate
1269,22-06-2024,Lucknow,213,41,221,102,6,3.04,174,Poor
1270,23-06-2024,Bhopal,252,39,343,96,68,4.38,117,Poor
1271,24-06-2024,Patna,315,293,175,97,42,4.11,12,Very Poor
1272,25-06-2024,Chennai,274,280,332,23,53,2.12,62,Poor
1273,26-06-2024,Mumbai,301,236,377,49,53,3.53,87,Very Poor
1274,27-06-2024,Chennai,167,28,295,47,51,3.32,42,Moderate
1275,28-06-2024,Chennai,247,286,165,32,13,2.4,89,Poor
1276,29-06-2024,Hyderabad,214,184,345,25,4,0.32,148,Poor
1277,30-06-2024,Mumbai,261,142,143,111,40,3.32,139,Poor
1278,01-07-2024,Mumbai,133,40,210,38,66,1.72,22,Moderate
1279,02-07-2024,Hyderabad,252,239,172,78,2,2.15,70,Poor
1280,03-07-2024,Jaipur,394,299,385,119,70,3.83,69,Very Poor
1281,04-07-2024,Chennai,261,163,165,90,75,3.09,106,Poor
1282,05-07-2024,Kolkata,187,136,73,46,68,2.7,102,Moderate
1283,06-07-2024,Mumbai,186,60,95,96,56,3.76,30,Moderate
1284,07-07-2024,Mumbai,215,41,237,118,18,2.25,124,Poor
1285,08-07-2024,Bhopal,301,199,366,72,53,2.73,142,Very Poor
1286,09-07-2024,Bhopal,279,145,319,68,56,4.49,135,Poor
1287,10-07-2024,Lucknow,173,93,93,69,18,2.28,127,Moderate
1288,11-07-2024,Lucknow,243,272,290,20,29,2.16,18,Poor
1289,12-07-2024,Mumbai,275,296,209,20,79,3.86,38,Poor
1290,13-07-2024,Jaipur,230,199,312,42,7,2.45,40,Poor
1291,14-07-2024,Lucknow,203,166,211,43,39,2.29,46,Poor
1292,15-07-2024,Lucknow,282,225,44,119,41,4.02,65,Poor
1293,16-07-2024,Bhopal,192,260,21,20,72,1.7,21,Moderate
1294,17-07-2024,Bhopal,288,256,313,44,74,2.15,96,Poor
1295,18-07-2024,Chennai,333,253,388,111,79,0.77,45,Very Poor
1296,19-07-2024,Mumbai,289,245,250,90,59,0.84,93,Poor
1297,20-07-2024,Kolkata,216,219,218,34,52,1.66,21,Poor
1298,21-07-2024,Patna,229,152,350,16,23,3.24,156,Poor
1299,22-07-2024,Chennai,295,297,350,20,73,0.57,168,Poor
1300,23-07-2024,Delhi,207,37,311,71,26,3.43,138,Poor
1301,24-07-2024,Kanpur,232,71,357,73,25,4.34,80,Poor
1302,25-07-2024,Hyderabad,306,135,381,112,76,2.11,146,Very Poor
1303,26-07-2024,Jaipur,224,174,225,80,7,2.31,15,Poor
1304,27-07-2024,Bhopal,244,233,112,58,5,3.9,91,Poor
1305,28-07-2024,Lucknow,145,141,66,19,14,2.53,83,Moderate
1306,29-07-2024,Lucknow,199,103,150,103,13,0.86,114,Moderate
1307,30-07-2024,Patna,139,40,334,46,25,0.32,24,Moderate
1308,31-07-2024,Patna,198,209,70,45,20,1.98,92,Moderate
1309,01-08-2024,Hyderabad,178,202,81,11,27,1.23,162,Moderate
1310,02-08-2024,Patna,222,131,272,70,66,1.86,39,Poor
1311,03-08-2024,Delhi,175,41,182,64,72,1.95,133,Moderate
1312,04-08-2024,Mumbai,251,218,344,34,4,1.36,160,Poor
1313,05-08-2024,Kolkata,242,136,304,88,18,1.51,114,Poor
1314,06-08-2024,Jaipur,203,52,345,69,28,3.57,46,Poor
1315,07-08-2024,Chennai,306,286,106,105,33,2.51,118,Very Poor
1316,08-08-2024,Patna,227,241,41,5,61,4.33,168,Poor
1317,09-08-2024,Bhopal,108,95,20,12,63,1.38,74,Moderate
1318,10-08-2024,Delhi,266,189,343,32,76,3.81,82,Poor
1319,11-08-2024,Bhopal,217,92,398,73,74,0.5,32,Poor
1320,12-08-2024,Kanpur,222,72,91,97,73,4.49,120,Poor
1321,13-08-2024,Patna,332,268,182,118,45,2.93,125,Very Poor
1322,14-08-2024,Jaipur,233,135,359,46,45,1.11,163,Poor
1323,15-08-2024,Delhi,132,18,374,22,2,2.82,11,Moderate
1324,16-08-2024,Mumbai,239,98,231,76,64,3.48,147,Poor
1325,17-08-2024,Bhopal,158,49,295,8,58,3.09,100,Moderate
1326,18-08-2024,Kanpur,190,193,218,27,3,0.74,104,Moderate
1327,19-08-2024,Kanpur,205,237,24,33,4,3.46,101,Poor
1328,20-08-2024,Kanpur,224,56,334,85,40,3.68,66,Poor
1329,21-08-2024,Kanpur,246,262,205,9,37,2.32,165,Poor
1330,22-08-2024,Hyderabad,157,13,120,110,52,0.68,81,Moderate
1331,23-08-2024,Hyderabad,270,266,272,26,72,1.03,154,Poor
1332,24-08-2024,Lucknow,217,299,109,13,77,0.75,26,Poor
1333,25-08-2024,Kanpur,289,142,311,114,31,3.99,80,Poor
1334,26-08-2024,Kolkata,238,21,374,91,70,2.84,153,Poor
1335,27-08-2024,Bhopal,182,11,238,87,8,3.87,92,Moderate
1336,28-08-2024,Chennai,219,218,160,20,68,2.21,102,Poor
1337,29-08-2024,Chennai,160,32,389,33,8,1.4,117,Moderate
1338,30-08-2024,Hyderabad,191,239,181,5,52,1.04,30,Moderate
1339,31-08-2024,Kanpur,191,22,397,33,56,4.32,73,Moderate
1340,01-09-2024,Delhi,158,94,188,44,10,2.89,34,Moderate
1341,02-09-2024,Jaipur,325,255,241,108,5,2.75,170,Very Poor
1342,03-09-2024,Delhi,162,138,146,18,62,1.22,97,Moderate
1343,04-09-2024,Hyderabad,316,180,286,106,32,4.26,163,Very Poor
1344,05-09-2024,Delhi,249,234,68,85,59,2.69,31,Poor
1345,06-09-2024,Kolkata,135,27,213,45,10,3.57,25,Moderate
1346,07-09-2024,Chennai,146,38,174,83,57,0.48,24,Moderate
1347,08-09-2024,Bhopal,210,36,170,113,50,1.93,168,Poor
1348,09-09-2024,Bhopal,261,129,326,105,3,2.15,128,Poor
1349,10-09-2024,Hyderabad,181,61,193,88,5,2.15,94,Moderate
1350,11-09-2024,Hyderabad,117,108,75,18,3,2.76,27,Moderate
1351,12-09-2024,Kolkata,190,109,313,21,67,1.3,117,Moderate
1352,13-09-2024,Lucknow,217,237,115,36,19,3.63,25,Poor
1353,14-09-2024,Patna,279,169,319,60,67,4.33,101,Poor
1354,15-09-2024,Patna,234,287,94,23,62,1.53,97,Poor
1355,16-09-2024,Delhi,223,198,24,71,77,3.03,47,Poor
1356,17-09-2024,Jaipur,292,131,279,109,73,3.89,118,Poor
1357,18-09-2024,Kanpur,211,110,122,86,27,3.58,97,Poor
1358,19-09-2024,Hyderabad,340,253,375,93,61,2.78,94,Very Poor
1359,20-09-2024,Mumbai,296,299,191,83,40,2,51,Poor
1360,21-09-2024,Kanpur,268,242,41,68,30,4.16,173,Poor
1361,22-09-2024,Bhopal,222,127,258,84,29,1.23,94,Poor
1362,23-09-2024,Jaipur,148,115,224,28,2,1.76,28,Moderate
1363,24-09-2024,Hyderabad,120,25,304,19,20,1.45,59,Moderate
1364,25-09-2024,Kanpur,141,194,42,8,27,1.05,54,Moderate
1365,26-09-2024,Lucknow,237,144,388,27,45,3.84,72,Poor
1366,27-09-2024,Lucknow,137,110,31,27,35,4.12,15,Moderate
1367,28-09-2024,Patna,291,204,355,105,16,1.66,63,Poor
1368,29-09-2024,Hyderabad,265,243,142,52,49,3.04,144,Poor
1369,30-09-2024,Kanpur,225,232,384,13,17,0.82,43,Poor
1370,01-10-2024,Kanpur,209,108,292,53,49,1.57,119,Poor
1371,02-10-2024,Lucknow,211,33,335,80,26,3.87,85,Poor
1372,03-10-2024,Hyderabad,205,177,146,11,37,3.95,140,Poor
1373,04-10-2024,Hyderabad,308,260,127,98,12,3.57,179,Very Poor
1374,05-10-2024,Chennai,183,43,105,70,51,3.43,175,Moderate
1375,06-10-2024,Chennai,261,201,275,71,61,0.97,105,Poor
1376,07-10-2024,Hyderabad,314,257,386,68,62,1.35,112,Very Poor
1377,08-10-2024,Bhopal,109,28,126,33,27,2.14,70,Moderate
1378,09-10-2024,Patna,205,121,176,59,50,2.66,105,Poor
1379,10-10-2024,Jaipur,222,291,63,22,12,1.47,142,Poor
1380,11-10-2024,Bhopal,196,127,318,10,61,2.4,96,Moderate
1381,12-10-2024,Jaipur,281,240,259,60,54,1.78,137,Poor
1382,13-10-2024,Mumbai,167,149,215,8,24,2.1,77,Moderate
1383,14-10-2024,Mumbai,221,193,62,42,66,2.41,174,Poor
1384,15-10-2024,Chennai,130,151,136,17,17,0.51,19,Moderate
1385,16-10-2024,Kanpur,160,112,190,30,44,1.28,80,Moderate
1386,17-10-2024,Patna,261,80,386,99,71,4.12,12,Poor
1387,18-10-2024,Delhi,290,154,197,105,53,4.27,158,Poor
1388,19-10-2024,Kanpur,311,251,354,70,21,3.92,68,Very Poor
1389,20-10-2024,Kolkata,215,117,262,34,68,2.72,151,Poor
1390,21-10-2024,Bhopal,277,246,194,106,12,1.55,58,Poor
1391,22-10-2024,Jaipur,245,223,127,61,59,3.87,17,Poor
1392,23-10-2024,Kolkata,219,81,315,116,18,1.51,12,Poor
1393,24-10-2024,Chennai,219,191,193,33,55,2.03,113,Poor
1394,25-10-2024,Lucknow,213,163,186,80,4,2.64,18,Poor
1395,26-10-2024,Bhopal,239,88,189,77,79,4.13,156,Poor
1396,27-10-2024,Kolkata,210,205,124,55,10,2.5,58,Poor
1397,28-10-2024,Mumbai,196,65,188,77,59,2.95,87,Moderate
1398,29-10-2024,Kolkata,199,97,73,91,72,0.96,164,Moderate
1399,30-10-2024,Patna,124,23,115,30,10,4.12,108,Moderate
1400,31-10-2024,Jaipur,149,115,139,42,69,0.5,24,Moderate
1401,01-11-2024,Bhopal,238,275,25,26,43,3.9,115,Poor
1402,02-11-2024,Bhopal,123,90,76,21,70,2,27,Moderate
1403,03-11-2024,Kolkata,227,115,86,116,28,1.53,180,Poor
1404,04-11-2024,Kolkata,240,91,329,78,41,2.73,138,Poor
1405,05-11-2024,Hyderabad,153,151,123,5,20,2.12,112,Moderate
1406,06-11-2024,Kolkata,250,136,289,47,74,3.98,127,Poor
1407,07-11-2024,Jaipur,173,30,397,16,38,2.98,126,Moderate
1408,08-11-2024,Hyderabad,229,162,220,83,24,1.98,55,Poor
1409,09-11-2024,Bhopal,255,231,254,54,25,3.2,34,Poor
1410,10-11-2024,Chennai,193,32,142,118,22,1.38,170,Moderate
1411,11-11-2024,Chennai,234,159,361,13,29,4.11,115,Poor
1412,12-11-2024,Bhopal,135,72,208,14,15,2.37,93,Moderate
1413,13-11-2024,Delhi,228,240,104,37,28,2.38,128,Poor
1414,14-11-2024,Kanpur,226,47,347,93,61,1.84,112,Poor
1415,15-11-2024,Jaipur,145,213,39,6,34,0.69,44,Moderate
1416,16-11-2024,Kanpur,272,247,268,64,10,0.55,178,Poor
1417,17-11-2024,Delhi,247,234,91,65,37,3.82,53,Poor
1418,18-11-2024,Lucknow,138,61,110,42,17,2.5,110,Moderate
1419,19-11-2024,Kolkata,220,49,363,102,3,3.11,49,Poor
1420,20-11-2024,Kanpur,215,193,111,32,6,4.04,146,Poor
1421,21-11-2024,Mumbai,287,236,376,11,68,2.96,178,Poor
1422,22-11-2024,Delhi,238,209,373,44,58,0.43,11,Poor
1423,23-11-2024,Mumbai,222,203,123,36,49,4.11,61,Poor
1424,24-11-2024,Mumbai,91,18,235,8,3,1.65,59,Satisfactory
1425,25-11-2024,Bhopal,204,122,69,107,23,3.31,21,Poor
1426,26-11-2024,Kanpur,301,272,75,109,43,1.59,170,Very Poor
1427,27-11-2024,Mumbai,198,116,297,55,56,0.72,64,Moderate
1428,28-11-2024,Delhi,192,192,185,27,3,1.93,90,Moderate
1429,29-11-2024,Hyderabad,210,209,128,63,30,0.48,81,Poor
1430,30-11-2024,Kolkata,178,198,42,13,29,1.97,163,Moderate
1431,01-12-2024,Hyderabad,204,62,384,73,74,0.94,34,Poor
1432,02-12-2024,Jaipur,287,176,343,94,51,3.11,44,Poor
1433,03-12-2024,Kolkata,292,99,345,102,42,4.41,180,Poor
1434,04-12-2024,Bhopal,155,44,191,7,79,4.12,124,Moderate
1435,05-12-2024,Kanpur,319,271,347,99,31,2.36,13,Very Poor
1436,06-12-2024,Kanpur,202,20,335,102,17,1.53,119,Poor
1437,07-12-2024,Lucknow,102,50,50,22,49,2.34,61,Moderate
1438,08-12-2024,Kolkata,242,202,124,87,6,1.22,163,Poor
1439,09-12-2024,Chennai,184,178,88,40,42,2.97,20,Moderate
1440,10-12-2024,Jaipur,327,222,351,109,38,3.43,68,Very Poor
1441,11-12-2024,Kanpur,207,185,144,31,71,0.43,180,Poor
1442,12-12-2024,Kolkata,271,123,331,116,50,2.44,56,Poor
1443,13-12-2024,Delhi,145,13,53,116,64,0.5,59,Moderate
1444,14-12-2024,Kanpur,126,82,124,21,13,0.95,150,Moderate
1445,15-12-2024,Lucknow,200,130,279,15,56,3.32,89,Moderate
1446,16-12-2024,Patna,184,111,145,59,24,2.81,87,Moderate
1447,17-12-2024,Mumbai,289,239,345,30,36,3.91,133,Poor
1448,18-12-2024,Chennai,236,194,223,53,23,2.22,118,Poor
1449,19-12-2024,Bhopal,265,231,99,109,63,0.29,107,Poor
1450,20-12-2024,Patna,165,52,173,81,70,0.86,54,Moderate
1451,21-12-2024,Hyderabad,251,204,257,44,60,1.42,153,Poor
1452,22-12-2024,Lucknow,227,256,56,47,19,3.27,60,Poor
1453,23-12-2024,Kolkata,136,107,22,6,66,3.34,105,Moderate
1454,24-12-2024,Hyderabad,249,217,232,55,49,1.85,88,Poor
1455,25-12-2024,Bhopal,217,46,229,118,6,4.47,41,Poor
1456,26-12-2024,Chennai,273,299,103,29,57,4.32,99,Poor
1457,27-12-2024,Bhopal,355,260,345,93,49,3.19,176,Very Poor
1458,28-12-2024,Delhi,274,227,396,36,33,2.25,102,Poor
1459,29-12-2024,Patna,208,85,153,82,60,4.26,47,Poor
1460,30-12-2024,Bhopal,212,136,328,79,22,0.25,33,Poor
1461,01-01-2024,Bhopal,286,213,381,80,12,2.43,58,Poor
1462,02-01-2024,Bhopal,188,94,238,37,40,2.35,146,Moderate
1463,03-01-2024,Jaipur,249,167,395,57,13,0.67,156,Poor
1464,04-01-2024,Patna,225,83,157,100,28,4.2,111,Poor
1465,05-01-2024,Bhopal,141,13,106,109,64,0.21,27,Moderate
1466,06-01-2024,Lucknow,311,278,233,88,38,3.35,53,Very Poor
1467,07-01-2024,Chennai,226,201,115,95,19,1.05,56,Poor
1468,08-01-2024,Lucknow,168,66,250,77,29,1,25,Moderate
1469,09-01-2024,Mumbai,251,108,152,120,54,2.1,169,Poor
1470,10-01-2024,Mumbai,130,95,60,42,12,1.82,80,Moderate
1471,11-01-2024,Delhi,201,185,35,79,32,2.25,35,Poor
1472,12-01-2024,Mumbai,167,41,156,101,2,3.06,20,Moderate
1473,13-01-2024,Patna,248,118,287,106,2,1.82,143,Poor
1474,14-01-2024,Jaipur,322,258,262,101,45,2.8,96,Very Poor
1475,15-01-2024,Bhopal,304,185,181,109,32,4.25,180,Very Poor
1476,16-01-2024,Delhi,238,203,332,12,47,3.95,35,Poor
1477,17-01-2024,Chennai,258,243,377,56,19,0.31,41,Poor
1478,18-01-2024,Kolkata,294,153,378,101,33,1.78,168,Poor
1479,19-01-2024,Jaipur,298,273,231,89,26,0.21,173,Poor
1480,20-01-2024,Kolkata,183,18,344,51,7,4.37,93,Moderate
1481,21-01-2024,Jaipur,239,129,330,67,53,3.38,30,Poor
1482,22-01-2024,Hyderabad,293,229,263,89,14,3.36,85,Poor
1483,23-01-2024,Delhi,237,109,384,23,68,3.97,139,Poor
1484,24-01-2024,Kolkata,226,75,274,106,13,1.5,150,Poor
1485,25-01-2024,Kanpur,176,96,248,19,63,3.05,71,Moderate
1486,26-01-2024,Lucknow,175,118,107,101,13,0.65,17,Moderate
1487,27-01-2024,Kolkata,251,177,216,103,37,1.15,75,Poor
1488,28-01-2024,Mumbai,203,73,360,22,70,2.92,135,Poor
1489,29-01-2024,Bhopal,226,180,134,78,78,0.48,97,Poor
1490,30-01-2024,Kanpur,332,205,354,87,73,4.35,121,Very Poor
1491,31-01-2024,Jaipur,131,124,152,19,39,0.58,32,Moderate
1492,01-02-2024,Bhopal,171,106,79,78,49,0.75,90,Moderate
1493,02-02-2024,Bhopal,120,10,179,12,77,2.5,109,Moderate
1494,03-02-2024,Hyderabad,275,173,206,107,18,2.43,164,Poor
1495,04-02-2024,Jaipur,171,123,74,55,3,2.51,127,Moderate
1496,05-02-2024,Lucknow,223,84,171,112,30,2.35,126,Poor
1497,06-02-2024,Chennai,223,155,94,100,6,2.78,89,Poor
1498,07-02-2024,Kolkata,217,73,160,113,75,2.26,65,Poor
1499,08-02-2024,Lucknow,263,159,380,53,9,4.42,95,Poor
1500,09-02-2024,Lucknow,269,117,395,108,30,3.21,23,Poor
1501,10-02-2024,Lucknow,343,259,392,55,40,4.43,178,Very Poor
1502,11-02-2024,Jaipur,174,21,300,55,45,2.02,131,Moderate
1503,12-02-2024,Kanpur,230,210,220,14,69,3.33,82,Poor
1504,13-02-2024,Delhi,255,290,221,17,18,1.59,158,Poor
1505,14-02-2024,Kolkata,261,165,254,88,22,2.68,123,Poor
1506,15-02-2024,Delhi,180,159,94,31,29,3.66,60,Moderate
1507,16-02-2024,Bhopal,305,195,391,114,75,0.64,47,Very Poor
1508,17-02-2024,Jaipur,332,228,367,112,23,4.18,34,Very Poor
1509,18-02-2024,Jaipur,241,252,111,11,17,4.42,176,Poor
1510,19-02-2024,Kanpur,239,232,96,85,53,1.25,40,Poor
1511,20-02-2024,Bhopal,296,213,270,43,78,4.3,177,Poor
1512,21-02-2024,Kolkata,235,55,257,115,50,1.38,177,Poor
1513,22-02-2024,Chennai,157,198,25,20,16,0.56,135,Moderate
1514,23-02-2024,Patna,226,125,31,80,75,4.45,132,Poor
1515,24-02-2024,Bhopal,189,58,323,28,51,2.28,175,Moderate
1516,25-02-2024,Lucknow,209,162,312,21,14,1.6,147,Poor
1517,26-02-2024,Chennai,260,217,378,7,52,2.59,147,Poor
1518,27-02-2024,Mumbai,280,260,52,71,76,2.52,176,Poor
1519,28-02-2024,Lucknow,272,116,357,119,17,0.98,163,Poor
1520,29-02-2024,Hyderabad,144,12,304,62,42,0.73,42,Moderate
1521,01-03-2024,Mumbai,182,115,354,25,13,2.62,18,Moderate
1522,02-03-2024,Bhopal,195,73,279,43,48,4.35,53,Moderate
1523,03-03-2024,Patna,142,10,147,43,7,4.27,142,Moderate
1524,04-03-2024,Chennai,272,283,247,22,75,2.31,90,Poor
1525,05-03-2024,Delhi,257,190,330,73,67,1.1,35,Poor
1526,06-03-2024,Lucknow,130,131,38,29,20,1.49,65,Moderate
1527,07-03-2024,Bhopal,297,292,130,80,47,1.39,169,Poor
1528,08-03-2024,Bhopal,152,48,301,37,35,1.84,51,Moderate
1529,09-03-2024,Chennai,231,243,62,37,56,4.24,46,Poor
1530,10-03-2024,Kanpur,226,114,56,85,36,4.48,175,Poor
1531,11-03-2024,Lucknow,304,200,308,89,67,2.8,117,Very Poor
1532,12-03-2024,Mumbai,235,171,242,53,5,4.35,73,Poor
1533,13-03-2024,Mumbai,208,148,83,73,16,3.14,114,Poor
1534,14-03-2024,Lucknow,242,178,347,16,48,4.11,79,Poor
1535,15-03-2024,Bhopal,134,125,160,6,14,1.82,66,Moderate
1536,16-03-2024,Hyderabad,141,63,83,27,69,3.33,88,Moderate
1537,17-03-2024,Chennai,263,260,68,72,46,3.21,82,Poor
1538,18-03-2024,Lucknow,187,148,331,17,8,0.93,109,Moderate
1539,19-03-2024,Kolkata,314,186,399,91,70,2.57,113,Very Poor
1540,20-03-2024,Lucknow,161,75,152,6,67,3.27,178,Moderate
1541,21-03-2024,Jaipur,195,83,213,77,36,0.43,173,Moderate
1542,22-03-2024,Kolkata,267,137,367,82,55,3.24,56,Poor
1543,23-03-2024,Chennai,251,191,259,69,38,1.39,119,Poor
1544,24-03-2024,Jaipur,236,127,176,86,13,4.27,114,Poor
1545,25-03-2024,Lucknow,152,56,344,15,11,3.34,33,Moderate
1546,26-03-2024,Delhi,176,39,63,100,38,2.58,136,Moderate
1547,27-03-2024,Chennai,299,227,366,70,19,2.26,141,Poor
1548,28-03-2024,Bhopal,123,73,227,6,80,1.02,11,Moderate
1549,29-03-2024,Hyderabad,265,283,196,36,69,3.14,20,Poor
1550,30-03-2024,Mumbai,285,239,106,91,69,4.09,54,Poor
1551,31-03-2024,Kolkata,252,197,88,70,47,4.3,118,Poor
1552,01-04-2024,Chennai,200,204,107,52,16,1.65,73,Moderate
1553,02-04-2024,Delhi,149,70,168,43,63,1.46,64,Moderate
1554,03-04-2024,Kolkata,228,211,131,44,67,3.75,19,Poor
1555,04-04-2024,Patna,227,259,49,50,2,2.85,94,Poor
1556,05-04-2024,Bhopal,179,191,74,5,46,4.03,57,Moderate
1557,06-04-2024,Chennai,160,191,24,17,57,2.32,31,Moderate
1558,07-04-2024,Lucknow,250,273,98,57,17,4.13,11,Poor
1559,08-04-2024,Bhopal,202,138,135,65,52,1.81,103,Poor
1560,09-04-2024,Kolkata,238,103,294,108,36,0.67,122,Poor
1561,10-04-2024,Mumbai,135,92,91,50,57,0.22,60,Moderate
1562,11-04-2024,Delhi,138,107,165,10,19,1.9,94,Moderate
1563,12-04-2024,Mumbai,220,92,361,30,63,4.33,78,Poor
1564,13-04-2024,Jaipur,290,225,270,75,65,3.64,42,Poor
